Date,Open,High,Low,Close,Adj Close,Volume
2022-05-02,2448.02,2493.3701,2367.5,2490.0,2490.0,7439449.0
2022-05-03,2481.0701,2524.4099,2456.5,2485.0701,2485.0701,3956668.0
2022-05-04,2472.0,2520.0,2383.6599,2518.5701,2518.5701,5537268.0
2022-05-05,2460.0,2469.98,2301.45,2328.1399,2328.1399,7219561.0
2022-05-06,2297.0,2381.01,2261.6299,2295.45,2295.45,6212995.0
2022-05-09,2226.25,2280.0,2159.1399,2175.78,2175.78,6406219.0
2022-05-10,2225.0,2252.8501,2143.4199,2177.1799,2177.1799,5271691.0
2022-05-11,2162.0701,2203.1201,2088.5701,2107.4399,2107.4399,5485182.0
2022-05-12,2055.0,2215.6201,2048.1101,2138.6101,2138.6101,6601257.0
2022-05-13,2181.3799,2263.6799,2156.0,2261.1001,2261.1001,4684228.0
2022-05-16,2262.0,2279.8501,2207.0801,2216.21,2216.21,3728287.0
2022-05-17,2265.5,2316.0,2225.53,2307.3701,2307.3701,3822387.0
2022-05-18,2228.79,2257.0601,2124.98,2142.25,2142.25,5418959.0
2022-05-19,2125.6101,2200.6799,2123.8601,2146.3799,2146.3799,4407127.0
2022-05-20,2191.3701,2197.96,2100.1899,2151.8201,2151.8201,4975032.0
2022-05-23,2169.22,2176.3799,2079.0,2151.1399,2151.1399,5389868.0
2022-05-24,2080.5,2108.0,2025.2,2082.0,2082.0,5146734.0
2022-05-25,2073.1101,2163.5,2073.0,2135.5,2135.5,4656005.0
2022-05-26,2159.3999,2253.3101,2149.0701,2221.55,2221.55,4650130.0
2022-05-27,2271.0,2303.74,2252.5601,2302.9299,2302.9299,4683008.0
2022-05-31,2325.6001,2439.8899,2313.5,2404.1899,2404.1899,7231708.0
2022-06-01,2445.1201,2503.5801,2412.45,2433.6799,2433.6799,6376449.0
2022-06-02,2433.6799,2512.2,2400.8999,2510.22,2510.22,5028034.0
2022-06-03,2484.0,2488.0,2420.9299,2447.0,2447.0,4880166.0
2022-06-06,125.25,128.99,123.81,124.79,124.79,135269024.0
2022-06-07,122.01,124.1,120.63,123.0,123.0,85156712.0
2022-06-08,122.61,123.75,120.75,121.18,121.18,64926594.0
2022-06-09,119.99,121.3,116.1,116.15,116.15,67029842.0
2022-06-10,113.42,114.5,109.05,109.65,109.65,87412245.0
2022-06-13,104.19,106.54,101.86,103.67,103.67,99277742.0
2022-06-14,104.19,104.88,101.43,102.31,102.31,69728761.0
2022-06-15,103.86,109.06,103.53,107.67,107.67,85011060.0
